,marketingStatusSimplifiedCd,hasImage,statusText,beds,baths,area,sgapt,has3DModel,hasAdditionalAttributions,latitude,longitude,city,state,price,homeType,rentZestimate
2877,RecentChange,True,Sold,4.0,3.0,2473.0,Unknown Listed By,False,True,36.00736,-86.697044,Brentwood,TN,650000.0,SINGLE_FAMILY,2999.0
2878,RecentChange,True,Sold,3.0,3.0,2003.0,Unknown Listed By,False,True,36.241215,-86.7389,Madison,TN,495000.0,TOWNHOUSE,2900.0
2879,RecentChange,True,Sold,5.0,4.0,3107.0,Unknown Listed By,False,True,36.02566,-86.967155,Nashville,TN,1320000.0,SINGLE_FAMILY,5725.0
2880,RecentChange,True,Sold,4.0,4.0,3079.0,Unknown Listed By,False,True,36.063602,-86.697075,Nashville,TN,770000.0,SINGLE_FAMILY,3049.0
2881,RecentChange,True,Sold,1.0,1.0,908.0,Unknown Listed By,False,True,36.154297,-86.79437,Nashville,TN,720000.0,CONDO,2250.0
2882,RecentChange,True,Sold,4.0,3.0,2801.0,Unknown Listed By,False,True,36.246387,-86.68654,Madison,TN,800000.0,SINGLE_FAMILY,3499.0
2883,RecentChange,True,Sold,3.0,4.0,2986.0,Unknown Listed By,False,True,36.24683,-86.69012,Madison,TN,700000.0,SINGLE_FAMILY,3499.0
2884,Non Owner Occupied,True,Sold,3.0,1.5,1743.0,Unknown Listed By,False,False,36.195557,-86.84103,Nashville,TN,325000.0,SINGLE_FAMILY,2400.0
2885,Non Owner Occupied,False,Sold,3.0,1.0,1105.0,Unknown Listed By,False,False,36.164787,-86.87058,Nashville,TN,263550.0,SINGLE_FAMILY,1754.0
2886,Non Owner Occupied,True,Sold,2.0,1.0,900.0,Unknown Listed By,False,False,36.160706,-86.87336,Nashville,TN,336021.0,SINGLE_FAMILY,1594.0
2887,Non Owner Occupied,True,Sold,2.0,1.0,1000.0,Unknown Listed By,False,False,36.16103,-86.85612,Nashville,TN,472500.0,SINGLE_FAMILY,1995.0
2888,RecentChange,True,Sold,3.0,3.0,2006.0,Unknown Listed By,False,True,36.15947,-86.85079,Nashville,TN,695000.0,SINGLE_FAMILY,3699.0
2889,Non Owner Occupied,True,Sold,0.0,0.0,1300.0,Unknown Listed By,False,False,36.15857,-86.84436,Nashville,TN,467250.0,APARTMENT,1798.0
2890,Non Owner Occupied,True,Sold,1.0,1.0,700.0,Unknown Listed By,False,False,36.148,-86.87111,Nashville,TN,435750.0,SINGLE_FAMILY,1700.0
2891,Non Owner Occupied,False,Sold,2.0,1.0,660.0,Unknown Listed By,False,False,36.16487,-86.74848,Nashville,TN,250000.0,SINGLE_FAMILY,1749.0
2892,RecentChange,True,Sold,4.0,4.0,4013.0,Unknown Listed By,False,True,36.13783,-86.83253,Nashville,TN,1550000.0,SINGLE_FAMILY,7994.0
2893,Non Owner Occupied,True,Sold,3.0,1.0,1000.0,Unknown Listed By,False,False,36.13853,-86.78666,Nashville,TN,490000.0,SINGLE_FAMILY,1999.0
2894,RecentChange,True,Sold,3.0,2.0,1044.0,Unknown Listed By,False,True,36.13903,-86.63693,Nashville,TN,265000.0,TOWNHOUSE,1900.0
2895,RecentChange,True,Sold,6.0,7.0,6015.0,Unknown Listed By,False,True,36.104034,-86.89619,Nashville,TN,2750000.0,SINGLE_FAMILY,13332.0
2896,RecentChange,True,Sold,1.0,1.0,600.0,Unknown Listed By,False,False,36.12494,-86.8064,Nashville,TN,259900.0,TOWNHOUSE,1250.0
2897,RecentChange,True,Sold,5.0,5.0,4880.0,Unknown Listed By,False,True,36.10628,-86.77999,Nashville,TN,2375000.0,SINGLE_FAMILY,11053.0
2898,RecentChange,True,Sold,4.0,4.0,2399.0,Unknown Listed By,False,True,36.12209,-86.72383,Nashville,TN,614900.0,SINGLE_FAMILY,3010.0
2899,RecentChange,True,Sold,4.0,2.0,1879.0,Unknown Listed By,False,True,36.082146,-86.70756,Nashville,TN,350000.0,SINGLE_FAMILY,2423.0
2900,RecentChange,True,Sold,2.0,2.0,1329.0,Unknown Listed By,False,True,36.07542,-86.66642,Antioch,TN,272000.0,TOWNHOUSE,1650.0
2901,Non Owner Occupied,False,Sold,3.0,2.0,2075.0,Unknown Listed By,False,False,36.076855,-86.62719,Nashville,TN,290000.0,SINGLE_FAMILY,2194.0
2902,Non Owner Occupied,False,Sold,2.0,1.0,828.0,Unknown Listed By,False,False,36.016567,-87.03481,Nashville,TN,135000.0,SINGLE_FAMILY,1599.0
2903,RecentChange,True,Sold,3.0,3.0,1296.0,Unknown Listed By,False,False,36.18039,-86.59315,Hermitage,TN,315000.0,MANUFACTURED,1374.0
2904,RecentChange,True,Sold,3.0,3.0,1468.0,Unknown Listed By,False,True,36.03889,-86.75516,Brentwood,TN,429000.0,TOWNHOUSE,1980.0
2905,Non Owner Occupied,True,Sold,3.0,2.0,1233.0,Unknown Listed By,False,False,36.179096,-86.83395,Nashville,TN,370000.0,SINGLE_FAMILY,2199.0
2906,RecentChange,True,Sold,3.0,3.0,1934.0,Unknown Listed By,False,True,36.258163,-86.68343,Madison,TN,400000.0,SINGLE_FAMILY,2516.0
2907,RecentChange,True,Sold,2.0,3.0,1280.0,Unknown Listed By,False,True,36.05503,-86.65052,Antioch,TN,267000.0,TOWNHOUSE,1794.0
2908,RecentChange,True,Sold,5.0,4.0,2600.0,Unknown Listed By,False,True,36.0701,-86.65626,Antioch,TN,550000.0,SINGLE_FAMILY,2850.0
2909,Non Owner Occupied,False,Sold,,,,Unknown Listed By,False,False,36.248142,-86.709785,Madison,TN,540000.0,SINGLE_FAMILY,1599.0
2910,RecentChange,True,Sold,3.0,3.0,2079.0,Unknown Listed By,False,True,36.035122,-86.61818,Antioch,TN,393000.0,SINGLE_FAMILY,2234.0
2911,RecentChange,True,Sold,1.0,1.0,713.0,Unknown Listed By,False,True,36.178303,-86.79361,Nashville,TN,415000.0,CONDO,1800.0
2912,RecentChange,True,Sold,4.0,4.0,4138.0,Unknown Listed By,False,True,27.935596,-82.518936,Tampa,FL,2150000.0,SINGLE_FAMILY,10811.0
2913,RecentChange,True,Sold,2.0,1.0,1232.0,Unknown Listed By,False,True,28.008615,-82.4454,Tampa,FL,350000.0,SINGLE_FAMILY,2299.0
2914,RecentChange,True,Sold,2.0,2.0,960.0,Unknown Listed By,False,True,28.2087,-82.71209,Holiday,FL,220000.0,SINGLE_FAMILY,1597.0
2915,RecentChange,True,Sold,2.0,2.0,1004.0,Unknown Listed By,False,True,28.299742,-82.686066,Port Richey,FL,172000.0,SINGLE_FAMILY,1594.0
2916,RecentChange,True,Sold,2.0,1.0,980.0,Unknown Listed By,False,True,28.294834,-82.682144,Port Richey,FL,235000.0,SINGLE_FAMILY,1495.0
2917,RecentChange,True,Sold,3.0,2.0,1740.0,Unknown Listed By,True,True,28.274296,-82.16824,Zephyrhills,FL,365000.0,MANUFACTURED,2221.0
2918,RecentChange,True,Sold,3.0,3.0,1876.0,Unknown Listed By,False,True,28.189398,-82.68987,New Port Richey,FL,420000.0,SINGLE_FAMILY,2500.0
2919,RecentChange,True,Sold,3.0,2.0,1020.0,Unknown Listed By,False,True,27.809473,-82.76103,Saint Petersburg,FL,685000.0,SINGLE_FAMILY,2212.0
2920,RecentChange,True,Sold,2.0,2.0,1245.0,Unknown Listed By,False,True,27.719816,-82.736404,Saint Pete Beach,FL,600000.0,SINGLE_FAMILY,4999.0
2921,RecentChange,True,Sold,5.0,6.0,4570.0,Unknown Listed By,False,True,27.805077,-82.807076,Redington Beach,FL,5294110.0,SINGLE_FAMILY,25852.0
2922,RecentChange,True,Sold,4.0,3.0,2656.0,Unknown Listed By,False,True,28.035027,-82.7634,Dunedin,FL,775000.0,SINGLE_FAMILY,3800.0
2923,Non Owner Occupied,True,Sold,4.0,3.0,2899.0,Unknown Listed By,False,True,28.008244,-82.715416,Clearwater,FL,840000.0,SINGLE_FAMILY,4500.0
2924,RecentChange,True,Sold,3.0,2.0,1428.0,Unknown Listed By,False,True,27.954756,-81.95192,Lakeland,FL,268223.0,SINGLE_FAMILY,1900.0
2925,RecentChange,True,Sold,4.0,2.0,1956.0,Unknown Listed By,False,True,28.217022,-82.45058,Land O Lakes,FL,410000.0,SINGLE_FAMILY,2500.0
2926,RecentChange,True,Sold,4.0,2.0,1490.0,Unknown Listed By,False,True,28.223433,-82.441864,Land O Lakes,FL,370000.0,SINGLE_FAMILY,2249.0
2927,RecentChange,True,Sold,5.0,3.0,2071.0,Unknown Listed By,False,True,27.807018,-82.321365,Riverview,FL,460000.0,SINGLE_FAMILY,2530.0
2928,RecentChange,True,Sold,3.0,2.0,1561.0,Unknown Listed By,False,True,27.70556,-82.33406,Wimauma,FL,319000.0,SINGLE_FAMILY,2194.0
2929,RecentChange,True,Sold,3.0,3.0,1675.0,Unknown Listed By,False,True,27.859331,-82.32196,Riverview,FL,333580.0,TOWNHOUSE,2215.0
2930,RecentChange,True,Sold,3.0,2.0,1716.0,Unknown Listed By,False,True,27.982304,-82.57573,Tampa,FL,585000.0,SINGLE_FAMILY,3800.0
2931,RecentChange,True,Sold,3.0,2.0,2275.0,Unknown Listed By,False,True,28.147743,-82.533424,Lutz,FL,689990.0,SINGLE_FAMILY,2999.0
2932,RecentChange,True,Sold,3.0,2.0,1643.0,Unknown Listed By,False,True,28.10423,-82.53515,Tampa,FL,485000.0,SINGLE_FAMILY,2435.0
2933,RecentChange,True,Sold,4.0,4.0,2610.0,RecentChange,False,True,28.075134,-82.50218,Tampa,FL,545000.0,SINGLE_FAMILY,3699.0
2934,RecentChange,True,Sold,3.0,2.0,1505.0,RecentChange,False,True,28.035797,-82.48692,Tampa,FL,260000.0,SINGLE_FAMILY,2100.0
2935,RecentChange,True,Sold,3.0,2.0,2425.0,Unknown Listed By,False,True,28.093328,-82.39521,Tampa,FL,520000.0,SINGLE_FAMILY,2995.0
2936,RecentChange,True,Sold,3.0,2.0,2137.0,RecentChange,False,True,28.099087,-82.381424,Tampa,FL,555000.0,SINGLE_FAMILY,2995.0
2937,RecentChange,True,Sold,2.0,2.0,1024.0,Unknown Listed By,False,True,27.778555,-82.39574,Apollo Beach,FL,164000.0,MANUFACTURED,1949.0
2938,RecentChange,True,Sold,4.0,3.0,3190.0,Unknown Listed By,False,True,27.770292,-82.42842,Apollo Beach,FL,1150000.0,SINGLE_FAMILY,7337.0
2939,RecentChange,True,Sold,4.0,2.0,2404.0,Unknown Listed By,False,True,28.007877,-82.2663,Seffner,FL,375000.0,SINGLE_FAMILY,2561.0
2940,Non Owner Occupied,True,Sold,5.0,2.0,1833.0,Unknown Listed By,False,True,27.973347,-82.31127,Brandon,FL,345000.0,SINGLE_FAMILY,2374.0
2941,RecentChange,True,Sold,3.0,1.0,1092.0,Unknown Listed By,False,True,27.971632,-82.276985,Seffner,FL,302000.0,SINGLE_FAMILY,1849.0
2942,RecentChange,True,Sold,3.0,2.0,1128.0,Unknown Listed By,False,True,27.881636,-82.2907,Brandon,FL,335000.0,SINGLE_FAMILY,1900.0
2943,RecentChange,True,Sold,3.0,3.0,1620.0,Unknown Listed By,False,True,27.794577,-82.32834,Riverview,FL,335000.0,SINGLE_FAMILY,2215.0
2944,RecentChange,True,Sold,3.0,2.0,1080.0,RecentChange,False,True,27.956331,-82.18444,Dover,FL,290000.0,MANUFACTURED,1795.0
2945,RecentChange,True,Sold,2.0,1.0,987.0,Unknown Listed By,False,True,27.998257,-82.47539,Tampa,FL,160000.0,SINGLE_FAMILY,1997.0
2946,RecentChange,True,Sold,4.0,5.0,4590.0,RecentChange,False,True,27.931744,-82.48926,Tampa,FL,2800000.0,SINGLE_FAMILY,16998.0
2947,RecentChange,True,Sold,3.0,2.0,1508.0,Unknown Listed By,False,True,28.02947,-82.43703,Tampa,FL,389900.0,SINGLE_FAMILY,2800.0
2948,RecentChange,True,Sold,3.0,1.0,861.0,RecentChange,False,True,28.01303,-82.43592,Tampa,FL,310000.0,SINGLE_FAMILY,1800.0
2949,RecentChange,True,Sold,4.0,4.0,2369.0,Unknown Listed By,False,True,27.997658,-82.44106,Tampa,FL,525000.0,SINGLE_FAMILY,2995.0
2950,Non Owner Occupied,True,Sold,2.0,2.0,1068.0,Unknown Listed By,False,True,28.000944,-82.43941,Tampa,FL,375000.0,SINGLE_FAMILY,1900.0
2951,RecentChange,True,Sold,3.0,1.0,1451.0,Unknown Listed By,False,True,27.991152,-82.437775,Tampa,FL,355800.0,SINGLE_FAMILY,2100.0
2952,RecentChange,True,Sold,3.0,2.0,1542.0,Unknown Listed By,False,True,27.996729,-82.14549,Plant City,FL,280000.0,TOWNHOUSE,2035.0
2953,RecentChange,True,Sold,3.0,2.0,1104.0,RecentChange,False,True,28.337666,-82.65141,Hudson,FL,184000.0,MANUFACTURED,2064.0
2954,RecentChange,True,Sold,1.0,1.0,463.0,Unknown Listed By,False,True,28.326609,-82.60728,New Port Richey,FL,85000.0,MANUFACTURED,1050.0
2955,RecentChange,True,Sold,3.0,3.0,1553.0,Unknown Listed By,False,True,28.326874,-82.66988,Port Richey,FL,322500.0,SINGLE_FAMILY,1991.0
2956,RecentChange,True,Sold,4.0,3.0,2495.0,RecentChange,False,True,28.240028,-82.46315,Land O Lakes,FL,635000.0,SINGLE_FAMILY,3699.0
2957,RecentChange,True,Sold,2.0,2.0,1338.0,Unknown Listed By,False,True,28.296028,-82.69233,Port Richey,FL,300000.0,SINGLE_FAMILY,1694.0
2958,RecentChange,True,Sold,2.0,2.0,1505.0,RecentChange,False,True,28.206062,-82.65177,New Port Richey,FL,224000.0,SINGLE_FAMILY,2301.0
2959,RecentChange,True,Sold,2.0,1.0,864.0,Unknown Listed By,False,True,28.17686,-82.73722,Holiday,FL,225000.0,SINGLE_FAMILY,1450.0
2960,RecentChange,True,Sold,3.0,2.0,1311.0,Unknown Listed By,False,True,28.171995,-82.33308,Zephyrhills,FL,360000.0,SINGLE_FAMILY,2220.0
2961,RecentChange,True,Sold,2.0,2.0,1064.0,Unknown Listed By,False,True,28.26522,-82.209496,Zephyrhills,FL,255000.0,SINGLE_FAMILY,1798.0
2962,RecentChange,True,Sold,2.0,2.0,1357.0,Unknown Listed By,False,True,28.260605,-82.689865,New Port Richey,FL,210000.0,SINGLE_FAMILY,1716.0
2963,RecentChange,True,Sold,3.0,3.0,1573.0,Unknown Listed By,False,True,28.179176,-82.46107,Lutz,FL,338000.0,TOWNHOUSE,2228.0
2964,RecentChange,True,Sold,3.0,2.0,1350.0,RecentChange,False,True,27.908443,-82.84716,Indian Rocks Beach,FL,1344540.0,CONDO,6311.0
2965,RecentChange,True,Sold,2.0,2.0,1790.0,Unknown Listed By,False,True,28.08002,-82.72002,Palm Harbor,FL,441000.0,SINGLE_FAMILY,2925.0
2966,RecentChange,True,Sold,3.0,3.0,2044.0,Unknown Listed By,False,True,28.08186,-82.717415,Palm Harbor,FL,540000.0,SINGLE_FAMILY,3399.0
2967,RecentChange,True,Sold,3.0,2.0,896.0,Unknown Listed By,False,True,27.812788,-82.73653,Saint Petersburg,FL,355000.0,SINGLE_FAMILY,2199.0
2968,Non Owner Occupied,True,Sold,3.0,2.0,1524.0,Unknown Listed By,False,True,27.73327,-82.64418,Saint Petersburg,FL,425000.0,SINGLE_FAMILY,2507.0
2969,RecentChange,True,Sold,4.0,5.0,3637.0,Unknown Listed By,True,True,27.792461,-82.63059,Saint Petersburg,FL,2850000.0,SINGLE_FAMILY,14146.0
2970,Non Owner Occupied,True,Sold,3.0,3.0,2652.0,Unknown Listed By,False,True,27.715208,-82.6337,Saint Petersburg,FL,810000.0,SINGLE_FAMILY,5500.0
2971,RecentChange,True,Sold,3.0,2.0,1640.0,RecentChange,False,True,27.890717,-82.79872,Largo,FL,575000.0,SINGLE_FAMILY,3198.0
2972,RecentChange,True,Sold,3.0,2.0,1342.0,Unknown Listed By,False,True,27.798822,-82.69839,Saint Petersburg,FL,415000.0,SINGLE_FAMILY,2596.0
2973,RecentChange,True,Sold,3.0,3.0,1462.0,Unknown Listed By,False,True,27.891785,-82.846436,Indian Rocks Beach,FL,755000.0,TOWNHOUSE,4500.0
2974,RecentChange,True,Sold,4.0,2.0,1905.0,Unknown Listed By,False,True,27.70456,-82.64777,Saint Petersburg,FL,575000.0,SINGLE_FAMILY,3249.0
2975,RecentChange,True,Sold,3.0,1.0,1274.0,Unknown Listed By,False,True,28.131212,-82.7763,Tarpon Springs,FL,270000.0,SINGLE_FAMILY,2800.0
2976,RecentChange,True,Sold,3.0,1.0,1260.0,Unknown Listed By,False,True,27.789513,-82.66883,Saint Petersburg,FL,368000.0,SINGLE_FAMILY,2299.0
2977,RecentChange,True,Sold,2.0,2.0,1154.0,Unknown Listed By,False,True,28.044462,-82.69275,Oldsmar,FL,365000.0,SINGLE_FAMILY,2149.0
2978,RecentChange,True,Sold,2.0,1.0,816.0,Unknown Listed By,False,True,27.860826,-82.790146,Seminole,FL,195000.0,SINGLE_FAMILY,1849.0
2979,RecentChange,True,Sold,3.0,2.0,1101.0,Unknown Listed By,False,True,28.033066,-82.66668,Oldsmar,FL,357500.0,SINGLE_FAMILY,2149.0
2980,RecentChange,True,Sold,3.0,2.0,1275.0,Unknown Listed By,True,True,28.01802,-82.66205,Oldsmar,FL,350000.0,SINGLE_FAMILY,2350.0
2981,RecentChange,True,Sold,3.0,3.0,1938.0,Unknown Listed By,False,True,27.93756,-82.75968,Clearwater,FL,560000.0,SINGLE_FAMILY,3750.0
2982,RecentChange,True,Sold,2.0,1.0,875.0,Unknown Listed By,False,True,27.75409,-82.650444,Saint Petersburg,FL,285000.0,SINGLE_FAMILY,1990.0
2983,RecentChange,True,Sold,3.0,2.0,1225.0,Unknown Listed By,False,True,28.023909,-82.76805,Dunedin,FL,465000.0,SINGLE_FAMILY,2400.0
2984,RecentChange,True,Sold,3.0,1.0,1080.0,Unknown Listed By,False,True,27.744192,-82.69274,Gulfport,FL,390000.0,SINGLE_FAMILY,2299.0
2985,RecentChange,True,Sold,3.0,3.0,1464.0,Unknown Listed By,False,True,27.924189,-82.712814,Clearwater,FL,267500.0,TOWNHOUSE,2569.0
2986,RecentChange,True,Sold,3.0,2.0,1624.0,Unknown Listed By,False,True,27.757551,-82.70762,Gulfport,FL,510000.0,SINGLE_FAMILY,3027.0
2987,RecentChange,True,Sold,3.0,3.0,1527.0,Unknown Listed By,False,True,27.829609,-82.73477,Pinellas Park,FL,440000.0,SINGLE_FAMILY,2650.0
2988,RecentChange,True,Sold,3.0,1.0,974.0,Unknown Listed By,False,True,27.825205,-82.64209,Saint Petersburg,FL,395000.0,SINGLE_FAMILY,2325.0
2989,RecentChange,True,Sold,2.0,3.0,1485.0,Unknown Listed By,False,True,27.835299,-82.61297,Saint Petersburg,FL,695000.0,TOWNHOUSE,3399.0
2990,RecentChange,True,Sold,2.0,2.0,1465.0,Unknown Listed By,False,True,27.997425,-82.684395,Safety Harbor,FL,345000.0,SINGLE_FAMILY,2614.0
2991,RecentChange,True,Sold,3.0,2.0,1327.0,Unknown Listed By,False,True,28.006058,-82.7499,Clearwater,FL,440000.0,SINGLE_FAMILY,2600.0
2992,RecentChange,True,Sold,3.0,2.0,1590.0,Unknown Listed By,False,True,27.967337,-82.003105,Lakeland,FL,305000.0,SINGLE_FAMILY,2199.0
2993,RecentChange,True,Sold,4.0,2.0,2372.0,Unknown Listed By,False,True,27.952513,-81.95567,Lakeland,FL,400000.0,SINGLE_FAMILY,2299.0
2994,RecentChange,True,Sold,3.0,2.0,1350.0,Unknown Listed By,False,True,27.938602,-82.02634,Lakeland,FL,349000.0,SINGLE_FAMILY,1895.0
2995,RecentChange,True,Sold,4.0,2.0,1670.0,RecentChange,False,True,28.110302,-82.0466,Lakeland,FL,450000.0,SINGLE_FAMILY,3390.0
2996,RecentChange,True,Sold,3.0,1.0,1236.0,Unknown Listed By,False,True,28.086315,-81.96504,Lakeland,FL,200000.0,SINGLE_FAMILY,1674.0
2997,RecentChange,True,Sold,1.0,1.0,490.0,RecentChange,False,True,28.186747,-82.46777,Lutz,FL,152000.0,MANUFACTURED,999.0
2998,RecentChange,True,Sold,3.0,2.0,1855.0,Unknown Listed By,False,True,28.154774,-82.36305,Tampa,FL,449900.0,SINGLE_FAMILY,2464.0
2999,RecentChange,True,Sold,4.0,2.0,1956.0,Unknown Listed By,False,True,28.241367,-82.38816,Zephyrhills,FL,400000.0,SINGLE_FAMILY,2296.0
3000,RecentChange,True,Sold,3.0,3.0,1727.0,RecentChange,False,True,28.049498,-82.61609,Tampa,FL,420000.0,TOWNHOUSE,2798.0
3001,RecentChange,True,Sold,5.0,3.0,3072.0,Unknown Listed By,False,True,28.198063,-82.77664,Holiday,FL,568000.0,SINGLE_FAMILY,3525.0
3002,RecentChange,True,Sold,4.0,3.0,2866.0,Unknown Listed By,False,True,28.199099,-82.35952,Zephyrhills,FL,740000.0,SINGLE_FAMILY,4181.0
3003,RecentChange,True,Sold,2.0,2.0,1631.0,Unknown Listed By,False,True,27.757006,-82.41025,Apollo Beach,FL,384000.0,SINGLE_FAMILY,2199.0
3004,RecentChange,True,Sold,4.0,2.0,2123.0,RecentChange,True,True,28.047567,-82.62873,Tampa,FL,707500.0,SINGLE_FAMILY,4163.0
3005,RecentChange,True,Sold,4.0,3.0,2358.0,RecentChange,False,True,27.800547,-82.309006,Riverview,FL,570000.0,SINGLE_FAMILY,2623.0
3006,RecentChange,True,Sold,4.0,2.0,2656.0,RecentChange,False,True,28.005093,-81.96712,Lakeland,FL,599900.0,SINGLE_FAMILY,3636.0
3007,RecentChange,True,Sold,3.0,2.0,1280.0,Unknown Listed By,False,True,27.971128,-82.764694,Clearwater,FL,350000.0,MULTI_FAMILY,2100.0
3008,RecentChange,True,Sold,4.0,3.0,2398.0,Unknown Listed By,False,True,27.725475,-82.45477,Ruskin,FL,325000.0,SINGLE_FAMILY,2349.0
3009,RecentChange,True,Sold,3.0,2.0,1678.0,Unknown Listed By,False,True,28.229675,-82.303406,Zephyrhills,FL,350000.0,SINGLE_FAMILY,2196.0
3010,RecentChange,True,Sold,4.0,4.0,3566.0,RecentChange,False,True,27.896534,-82.49309,Tampa,FL,1760000.0,SINGLE_FAMILY,9597.0
3011,RecentChange,True,Sold,4.0,3.0,2482.0,Unknown Listed By,True,True,28.239626,-82.44384,Land O Lakes,FL,455000.0,SINGLE_FAMILY,2725.0
3012,RecentChange,True,Sold,4.0,4.0,3222.0,Unknown Listed By,False,True,28.162338,-82.765976,Tarpon Springs,FL,825000.0,SINGLE_FAMILY,6999.0
3013,RecentChange,True,Sold,4.0,3.0,2617.0,Unknown Listed By,False,True,27.845709,-82.25466,Lithia,FL,433000.0,SINGLE_FAMILY,2900.0
3014,RecentChange,True,Sold,3.0,2.0,1554.0,Unknown Listed By,False,True,27.89248,-82.35399,Riverview,FL,359000.0,SINGLE_FAMILY,2249.0
3015,Non Owner Occupied,True,Sold,2.0,2.0,420.0,Unknown Listed By,False,True,28.299067,-82.70334,Port Richey,FL,50000.0,MANUFACTURED,1050.0
3016,RecentChange,True,Sold,4.0,3.0,2988.0,Unknown Listed By,False,True,28.185804,-82.497475,Lutz,FL,669000.0,SINGLE_FAMILY,3858.0
3017,RecentChange,True,Sold,4.0,3.0,2844.0,Unknown Listed By,False,True,28.196974,-82.60411,Odessa,FL,683000.0,SINGLE_FAMILY,3714.0
3018,RecentChange,True,Sold,4.0,4.0,3970.0,Unknown Listed By,False,True,28.190731,-82.30598,Wesley Chapel,FL,1163500.0,SINGLE_FAMILY,6693.0
3019,RecentChange,True,Sold,2.0,3.0,1588.0,RecentChange,False,True,27.991653,-82.315994,Tampa,FL,281000.0,TOWNHOUSE,1960.0
3020,RecentChange,True,Sold,3.0,2.0,1493.0,RecentChange,False,True,27.765839,-82.37338,Apollo Beach,FL,365000.0,SINGLE_FAMILY,2123.0
3021,RecentChange,True,Sold,3.0,3.0,1707.0,RecentChange,False,True,27.782839,-82.77543,Treasure Island,FL,750000.0,SINGLE_FAMILY,4500.0
3022,RecentChange,True,Sold,5.0,5.0,4120.0,Unknown Listed By,False,True,28.146116,-82.5012,Lutz,FL,1700000.0,SINGLE_FAMILY,10131.0
3023,RecentChange,True,Sold,2.0,2.0,1890.0,Unknown Listed By,True,True,27.744736,-82.33419,Wimauma,FL,473900.0,SINGLE_FAMILY,2218.0
3024,RecentChange,True,Sold,4.0,4.0,3422.0,Unknown Listed By,False,True,28.261686,-82.25311,Wesley Chapel,FL,687500.0,SINGLE_FAMILY,3965.0
3025,RecentChange,True,Sold,3.0,3.0,2632.0,Unknown Listed By,False,True,27.799585,-82.2643,Riverview,FL,599899.0,SINGLE_FAMILY,2850.0
3026,RecentChange,True,Sold,,0.0,,RecentChange,False,True,28.045086,-81.93013,Lakeland,FL,120000.0,LOT,1300.0
3027,RecentChange,True,Sold,3.0,2.0,1461.0,Unknown Listed By,True,True,27.814896,-82.26862,Riverview,FL,344238.0,SINGLE_FAMILY,2369.0
3028,RecentChange,True,Sold,,0.0,,Unknown Listed By,False,True,28.302643,-82.59982,New Pt Richey,FL,16000.0,LOT,1450.0
3029,RecentChange,True,Sold,,0.0,,Unknown Listed By,False,True,27.656864,-82.41211,Wimauma,FL,200000.0,LOT,1949.0
3030,RecentChange,True,Sold,3.0,3.0,2145.0,RecentChange,False,True,28.309635,-82.5326,Land O Lakes,FL,384900.0,SINGLE_FAMILY,2700.0
3031,RecentChange,True,Sold,4.0,3.0,2100.0,Unknown Listed By,False,True,27.96295,-82.45884,Tampa,FL,880000.0,TOWNHOUSE,4267.0
3032,RecentChange,True,Sold,4.0,2.0,1936.0,Unknown Listed By,True,True,28.31989,-82.28462,San Antonio,FL,379900.0,SINGLE_FAMILY,2650.0
3033,RecentChange,True,Sold,3.0,2.0,1495.0,Unknown Listed By,False,True,27.969889,-82.12415,Plant City,FL,347500.0,SINGLE_FAMILY,2325.0
3034,RecentChange,True,Sold,5.0,6.0,4053.0,Unknown Listed By,False,True,28.201937,-82.28182,Wesley Chapel,FL,1515000.0,SINGLE_FAMILY,9009.0
3035,RecentChange,True,Sold,3.0,2.0,1992.0,Unknown Listed By,False,True,28.061377,-82.46733,Tampa,FL,455000.0,SINGLE_FAMILY,2964.0
3036,RecentChange,True,Sold,4.0,2.0,1998.0,RecentChange,False,True,28.280449,-82.291595,Wesley Chapel,FL,489000.0,SINGLE_FAMILY,2650.0
3037,RecentChange,True,Sold,2.0,1.0,643.0,RecentChange,False,True,27.778704,-82.664665,Saint Petersburg,FL,295000.0,SINGLE_FAMILY,1700.0
3038,RecentChange,True,Sold,3.0,3.0,1636.0,RecentChange,False,True,28.062698,-82.48455,Tampa,FL,425000.0,SINGLE_FAMILY,2600.0
3039,RecentChange,True,Sold,2.0,2.0,1113.0,RecentChange,False,True,28.180567,-82.72198,Holiday,FL,220000.0,SINGLE_FAMILY,1694.0
3040,RecentChange,True,Sold,3.0,2.0,1300.0,RecentChange,False,True,28.25661,-82.30169,Wesley Chapel,FL,350000.0,SINGLE_FAMILY,2109.0
3041,RecentChange,True,Sold,,0.0,,RecentChange,False,True,27.822725,-82.59834,Saint Petersburg,FL,1250000.0,LOT,6899.0
3042,RecentChange,True,Sold,4.0,3.0,2467.0,RecentChange,False,True,28.087074,-82.63647,Odessa,FL,725000.0,SINGLE_FAMILY,3999.0
3043,RecentChange,True,Sold,4.0,3.0,2568.0,RecentChange,False,True,28.031252,-82.60298,Tampa,FL,755000.0,SINGLE_FAMILY,4313.0
3044,RecentChange,True,Sold,3.0,2.0,1058.0,RecentChange,False,True,28.022959,-82.579445,Tampa,FL,392000.0,SINGLE_FAMILY,2095.0
3045,RecentChange,True,Sold,4.0,2.0,1706.0,RecentChange,False,True,28.011045,-82.60139,Tampa,FL,470000.0,SINGLE_FAMILY,2749.0
